nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,pt_mg_p_l,sst_mg_l,p_h_sin_unid,t_º_c
Rio Uruguay,RU2,RÍO NEGRO,2018-01-09,2018-01-09 08:45:00,3287082,NA,29,74.6,82,NA,7.15,NA
Rio Uruguay,RU13,RÍO NEGRO,2018-03-07,2018-03-07 09:50:00,3288295,NA,27,90.2,90,NA,7.7,26.1
Rio Uruguay,RU11,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277893,1.2,31,67.6,130,2,7.44,NA
Rio Uruguay,RU11,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277994,0.6,32,51.2,67,6,7.28,19.9
Rio Uruguay,RU12,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278012,1.2,35,74.4,60,3,7.58,25.5
Rio Uruguay,RU9,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278026,15,44,78.4,47,9,7.36,25
Rio Uruguay,RU3,RÍO NEGRO,2018-01-09,2018-01-09 09:00:00,3287083,4.6,29,75.7,120,NA,7.7,NA
Rio Uruguay,RU6,RÍO NEGRO,2018-01-09,2018-01-09 10:10:00,3287087,7.3,29,75.8,64,NA,7.92,NA
Rio Uruguay,RU7,RÍO NEGRO,2018-01-09,2018-01-09 10:50:00,3287088,8.5,29,80.1,60,5,7.9,NA
Rio Uruguay,RU8,RÍO NEGRO,2018-01-09,2018-01-09 11:10:00,3287090,8.8,30,84.4,58,NA,7.91,NA
Rio Uruguay,RU10,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277993,1.2,46,62.7,87,5,7.43,19.4
Rio Uruguay,RU12,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277995,0.4,30,51.1,70,6,7.25,20.4
Rio Uruguay,RU16,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277999,0.7,38,56.2,20,5,8,21.1
Rio Uruguay,RU2,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277867,1.2,24,60.4,190,1,6.84,28.9
Rio Uruguay,RU3,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277919,0.6,30,49.1,74,9,6.26,12.9
Rio Uruguay,RU4,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277920,1.6,29,49.9,67,5,7.72,13
Rio Uruguay,RU1,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277967,0.1,30,42.3,71,10,6.84,17
Rio Uruguay,RU1,RÍO NEGRO,2017-07-25,2017-07-25 10:21:00,3287040,NA,26,52.7,83,NA,7.36,14.9
Rio Uruguay,RU15,RÍO NEGRO,2017-07-26,2017-07-26 12:51:00,3287059,NA,28,53.7,86,NA,7.39,15.1
Rio Uruguay,RU16,RÍO NEGRO,2017-07-26,2017-07-26 13:05:00,3287060,NA,36,72.2,85,NA,6.95,16.3
Rio Uruguay,RU11,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278062,0.1,33,61.5,66,3,6.87,13.8
Rio Uruguay,RU11,RÍO NEGRO,2017-03-08,2017-03-08 10:15:00,3287031,0.6,25,65.8,68,6,7.25,26.5
Rio Uruguay,RU12,RÍO NEGRO,2017-03-08,2017-03-08 10:41:00,3287032,0.1,25,69.3,69,5,7.2,26.6
Rio Uruguay,RU15,RÍO NEGRO,2018-01-10,2018-01-10 10:45:00,3287098,11,29,78.7,72,6,7.96,NA
Rio Uruguay,RU4,RÍO NEGRO,2018-03-06,2018-03-06 10:05:00,3288283,2.3,23,79.9,80,NA,7.65,26
Rio Uruguay,RU11,RÍO NEGRO,2018-03-07,2018-03-07 08:50:00,3288292,4.6,27,85,140,NA,7.68,25.9
Rio Uruguay,RU5,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277937,0.7,29,61.1,NA,11,7.72,13.5
Rio Uruguay,RU5,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277971,0.1,28,55.4,67,11,6.99,17.1
Rio Uruguay,RU14,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278065,NA,32,60.7,68,1,7.34,13.5
Rio Uruguay,RU1,RÍO NEGRO,2017-01-17,2017-01-17 10:07:00,3286994,0.9,23,62,74,11,6.85,27.4
Rio Uruguay,RU10,RÍO NEGRO,2017-01-18,2017-01-18 09:33:00,3287003,1.5,24,67.5,79,7,6.83,27.4
Rio Uruguay,RU4,RÍO NEGRO,2017-07-25,2017-07-25 13:05:00,3287045,NA,28,54.5,92,10,7.35,14.7
Rio Uruguay,RU14,RÍO NEGRO,2017-11-08,2017-11-08 10:45:00,3287076,NA,27,71.9,85,NA,7.07,22.7
Rio Uruguay,RU1,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277883,0.9,31,58,140,2,7.94,26.5
Rio Uruguay,RU5,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277887,1.8,32,55.5,120,2,7.98,26.6
Rio Uruguay,RU2,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277850,1,25,52.2,63,9,7.03,20.8
Rio Uruguay,RU5,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277921,0.3,29,49.4,73,11,6.65,12.9
Rio Uruguay,RU7,RÍO NEGRO,2017-01-17,2017-01-17 12:53:00,3287000,0.6,24,64.1,73,9,7.3,27.4
Rio Uruguay,RU15,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277931,0.3,28,50.1,71,15,7.32,13.6
Rio Uruguay,RU16,RÍO NEGRO,2018-05-09,2018-05-09 11:45:00,3288432,NA,36,99.6,130,6,7.39,20.8
Rio Uruguay,RU13,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278013,0.3,36,80.1,79,5,7.74,27.5
Rio Uruguay,RU6,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278023,0.6,27,71,32,2,7.03,26.6
Rio Uruguay,RU5,RÍO NEGRO,2015-04-20,2015-04-20 00:00:00,3278039,6.4,27,57.6,81,2,7.52,19
Rio Uruguay,RU7,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277923,0.1,29,49.2,70,10,6.35,13
Rio Uruguay,RU4,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277970,0.3,26,55.7,73,9,6.88,16.9
Rio Uruguay,RU14,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277930,0.3,37,56.2,81,8,7.67,14.5
Rio Uruguay,RU16,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277932,3.1,40,59.7,77,15,8.81,15.2
Rio Uruguay,RU10,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277909,0.1,26,118.3,69,4,7.5,13.8
Rio Uruguay,RU1,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277933,0.9,30,61.6,NA,5,7.49,13.7
Rio Uruguay,RU6,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278074,0.4,28,61.7,150,8,6.95,16.9
Rio Uruguay,RU8,RÍO NEGRO,2017-01-17,2017-01-17 13:04:00,3287001,0.7,25,65.7,63,9,7.22,27.4
Rio Uruguay,RU16,RÍO NEGRO,2017-11-08,2017-11-08 10:45:00,3287078,NA,26,73.1,71,NA,7.12,23.6
Rio Uruguay,RU3,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277986,0.3,33,53.8,110,6,7.19,21
Rio Uruguay,RU4,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278004,2.2,34,65.9,58,9,7.42,24.4
Rio Uruguay,RU10,RÍO NEGRO,2015-04-21,2015-04-21 00:00:00,3278044,5.3,28,63.2,73,2,7.1,18.8
Rio Uruguay,RU2,RÍO NEGRO,2017-07-25,2017-07-25 11:40:00,3287042,NA,27,53,87,NA,7.29,14.7
Rio Uruguay,RU1,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277917,0.9,29,48.9,79,16,6.4,12.9
Rio Uruguay,RU3,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278071,NA,30,63,210,11,6.48,16.5
Rio Uruguay,RU4,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278072,0.7,26,55.7,120,9,6.88,16.9
Rio Uruguay,RU9,RÍO NEGRO,2018-05-09,2018-05-09 08:55:00,3288423,NA,49,124,180,10,7.55,20.2
Rio Uruguay,RU9,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277908,1.2,30,63.5,82,3,7.22,13.4
Rio Uruguay,RU12,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277911,0.4,25,56.1,69,10,7.33,14.1
Rio Uruguay,RU7,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278024,2.1,27,70,51,2,6.52,26.2
Rio Uruguay,RU1,RÍO NEGRO,2018-03-06,2018-03-06 08:22:00,3288278,NA,23,81,100,NA,7.49,26.7
Rio Uruguay,RU6,RÍO NEGRO,2018-03-06,2018-03-06 10:56:00,3288286,NA,23,85.1,85,NA,7.61,26.4
Rio Uruguay,RU9,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277925,0.1,38,54.2,81,4,7.67,12.8
Rio Uruguay,RU10,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3278078,0.3,31,64.5,160,6,6.55,16.2
Rio Uruguay,RU13,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3278081,0.1,30,62.8,180,7,7.02,16.8
Rio Uruguay,RU2,RÍO NEGRO,2018-03-06,2018-03-06 08:49:00,3288280,NA,23,80.9,83,NA,7.59,26.5
Rio Uruguay,RU2,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277918,NA,40,49.3,130,5,6.68,12.7
Rio Uruguay,RU14,RÍO NEGRO,2017-03-08,2017-03-08 13:20:00,3287035,1.5,25,68.3,67,NA,7.38,26.4
Rio Uruguay,RU11,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277960,0.4,30,69.2,77,6,7.49,22.7
Rio Uruguay,RU10,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278027,3.8,38,66.4,59,10,7.08,25.5
Rio Uruguay,RU8,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277924,0.4,35,50.5,76,5,5.88,13.3
Rio Uruguay,RU8,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278076,0.3,28,61.8,140,7,7.2,17
Rio Uruguay,RU2,RÍO NEGRO,2017-01-17,2017-01-17 10:34:00,3286995,1.8,17,68.9,88,7,7.3,26.8
Rio Uruguay,RU10,RÍO NEGRO,2017-03-08,2017-03-08 09:59:00,3287030,8.4,33,81.4,NA,37,7.26,25.7
Rio Uruguay,RU10,RÍO NEGRO,2017-07-26,2017-07-26 10:26:00,3287053,NA,31,60.2,93,NA,7.34,14.9
Rio Uruguay,RU2,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278019,0.9,28,66.8,170,1,6.92,25.8
Rio Uruguay,RU12,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278029,NA,30,58.3,47,NA,6.97,25.8
Rio Uruguay,RU5,RÍO NEGRO,2018-01-09,2018-01-09 09:45:00,3287085,6.5,29,75.6,77,5,7.92,NA
Rio Uruguay,RU9,RÍO NEGRO,2018-01-10,2018-01-10 08:20:00,3287091,14,31,79.4,61,12,8.48,NA
Rio Uruguay,RU15,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3277846,0.4,26,58.5,170,22,6.96,16.1
Rio Uruguay,RU8,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277907,0.1,27,63.7,77,6,7.41,14.3
Rio Uruguay,RU6,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277955,0.6,31,69.5,68,6,7.6,22.6
Rio Uruguay,RU4,RÍO NEGRO,2015-04-20,2015-04-20 00:00:00,3278038,20.3,27,55.8,66,10,7.67,18.6
Rio Uruguay,RU8,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277974,0.1,32,61.8,79,7,7.2,17
Rio Uruguay,RU1,RÍO NEGRO,2018-05-08,2018-05-08 09:30:00,3288411,NA,30,81.6,130,14,6.57,21.5
Rio Uruguay,RU13,RÍO NEGRO,2018-01-10,2018-01-10 09:35:00,3287096,7.9,30,82.3,75,5,7.14,NA
Rio Uruguay,RU12,RÍO NEGRO,2016-11-09,2016-11-09 00:00:00,3277961,0.6,31,67.2,80,8,7.46,22.6
Rio Uruguay,RU7,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278058,0.6,27,60.5,65,3,7.68,14.6
Rio Uruguay,RU16,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277898,1.6,32,73.4,130,2,NA,7.56
Rio Uruguay,RU6,RÍO NEGRO,2017-01-17,2017-01-17 12:12:00,3286999,1,25,65.7,78,8,7.2,27.5
Rio Uruguay,RU7,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277906,0.4,26,55.6,75,9,7.56,14.1
Rio Uruguay,RU11,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277977,0.6,30,60.5,82,10,6.64,16.5
Rio Uruguay,RU1,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277984,0.1,26,49.6,96,8,7.22,20.8
Rio Uruguay,RU13,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277996,0.8,34,59.3,73,8,7.25,22.1
Rio Uruguay,RU11,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277910,0.1,26,56.7,74,5,7.72,14
Rio Uruguay,RU6,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277989,NA,34,56.3,94,5,7.28,22.7
Rio Uruguay,RU9,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277992,1,39,80.6,87,5,7.53,19.2
Rio Uruguay,RU1,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278001,0.6,33,69.6,66,4,7.42,25.4
Rio Uruguay,RU12,RÍO NEGRO,2017-07-26,2017-07-26 10:51:00,3287055,NA,29,57.3,87,NA,7.6,15.1
Rio Uruguay,RU12,RÍO NEGRO,2018-03-07,2018-03-07 09:05:00,3288293,2.3,26,83.6,130,NA,7.67,26
Rio Uruguay,RU14,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278014,0.6,37,76.8,70,5,7.54,257
Rio Uruguay,RU13,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277929,NA,33,81.9,81,6,7.81,14.2
Rio Uruguay,RU13,RÍO NEGRO,2018-05-09,2018-05-09 10:08:00,3288428,2.4,31,86.6,130,7,7.19,21.4
Rio Uruguay,RU10,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277858,0.4,20,62.7,65,11,7.43,19.4
Rio Uruguay,RU11,RÍO NEGRO,2017-11-08,2017-11-08 09:00:00,3287073,NA,28,71.4,74,NA,7.03,22.1
Rio Uruguay,RU10,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277976,0.1,38,64.5,140,16,6.55,16.2
Rio Uruguay,RU13,RÍO NEGRO,2017-07-26,2017-07-26 11:58:00,3287057,NA,33,58.6,83,NA,7.45,15.2
Rio Uruguay,RU5,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277904,3,24,56,73,9,7.43,14.3
Rio Uruguay,RU3,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277952,0.3,30,69.1,76,6,7.35,22.4
Rio Uruguay,RU12,RÍO NEGRO,2017-11-08,2017-11-08 09:20:00,3287074,NA,25,69.3,67,NA,7.18,22.2
Rio Uruguay,RU16,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277915,0.1,29,63.8,76,4,8.5,14.3
Rio Uruguay,RU14,RÍO NEGRO,2018-03-07,2018-03-07 11:45:00,3288296,NA,22,80.6,150,NA,7.74,26.3
Rio Uruguay,RU15,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277981,0.1,24,58.5,79,10,6.96,16.1
Rio Uruguay,RU15,RÍO NEGRO,2017-03-08,2017-03-08 12:50:00,3287036,3,25,66.2,67,6,7.22,26.8
Rio Uruguay,RU10,RÍO NEGRO,2017-11-08,2017-11-08 08:50:00,3287072,NA,28,72.7,74,NA,7.18,22.1
Rio Uruguay,RU5,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278073,0.1,26,55.4,150,23,6.99,17.1
Rio Uruguay,RU8,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277991,NA,31,56.2,110,5,7.39,23
Rio Uruguay,RU14,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277896,1.6,31,69.9,130,1,7.56,25.8
Rio Uruguay,RU16,RÍO NEGRO,2015-02-25,2015-02-25 00:00:00,3278033,9.5,33,70.7,54,6,7.37,25.6
Rio Uruguay,RU9,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277857,0.4,23,80.6,60,7,7.53,19.2
Rio Uruguay,RU10,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277959,5.2,31,73.7,76,6,7.43,24.6
Rio Uruguay,RU9,RÍO NEGRO,2017-03-08,2017-03-08 09:45:00,3287029,3,30,76.4,74,10,7.31,25.8
Rio Uruguay,RU11,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277859,0.3,22,51.2,63,16,7.28,19.9
Rio Uruguay,RU15,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277914,NA,23,59,71,10,7.21,14.4
Rio Uruguay,RU2,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277934,0.3,31,62.7,NA,7,7.68,12.9
Rio Uruguay,RU4,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277987,1.3,24,58.5,80,8,7.68,23.9
Rio Uruguay,RU11,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277927,0.9,48,51.3,79,7,7.34,13.3
Rio Uruguay,RU11,RÍO NEGRO,2018-01-10,2018-01-10 08:50:00,3287093,7.2,29,77.6,63,5,7.08,NA
Rio Uruguay,RU3,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277902,0.1,25,53.1,71,9,7.45,14.1
Rio Uruguay,RU2,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278053,0.5,28,60.3,64,1,6.85,13.8
Rio Uruguay,RU15,RÍO NEGRO,2018-05-09,2018-05-09 11:08:00,3288430,2.3,27,76.3,130,26,6.88,21.5
Rio Uruguay,RU9,RÍO NEGRO,2017-01-18,2017-01-18 09:22:00,3287002,2.5,30,76.6,110,11,6.76,27.1
Rio Uruguay,RU6,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277854,0.1,20,56.3,59,9,7.28,22.7
Rio Uruguay,RU8,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277957,0.3,30,70.1,71,5,7.69,23.2
Rio Uruguay,RU15,RÍO NEGRO,2016-11-09,2016-11-09 00:00:00,3277964,0.7,24,59.4,83,11,7.59,22.8
Rio Uruguay,RU3,RÍO NEGRO,2015-04-20,2015-04-20 00:00:00,3278037,2.2,27,57.7,68,2,6.58,19.3
Rio Uruguay,RU10,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278061,0.6,32,59.5,67,2,7.36,12.8
Rio Uruguay,RU13,RÍO NEGRO,2017-03-08,2017-03-08 11:06:00,3287034,3,25,69.1,68,5,7.43,26.6
Rio Uruguay,RU5,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277954,0.3,28,63.2,75,6,7.47,22.1
Rio Uruguay,RU7,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277990,0.4,28,54.5,100,6,7.35,22
Rio Uruguay,RU4,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277903,1.3,23,49.8,65,4,7.63,12.5
Rio Uruguay,RU6,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277905,NA,24,53.4,73,5,7.66,13.5
Rio Uruguay,RU13,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277861,0.6,22,59.3,64,9,7.25,22.1
Rio Uruguay,RU6,RÍO NEGRO,2016-07-05,2016-07-05 00:00:00,3277922,0.1,34,54.2,84,6,7.07,14.5
Rio Uruguay,RU1,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277900,0.1,28,51.9,74,12,7.64,13.8
Rio Uruguay,RU5,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277988,0.1,27,55.4,87,7,7.22,23
Rio Uruguay,RU15,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277998,0.6,24,51.9,65,11,7.35,20.8
Rio Uruguay,RU12,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277928,0.3,31,54.5,78,9,7.42,13.2
Rio Uruguay,RU9,RÍO NEGRO,2018-03-07,2018-03-07 08:10:00,3288290,2.2,22,78.1,120,6,7.78,23.8
Rio Uruguay,RU13,RÍO NEGRO,2015-02-25,2015-02-25 00:00:00,3278030,0.6,29,67.6,46,3,7.03,25.1
Rio Uruguay,RU9,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278060,0.4,33,59.6,68,3,6.65,12.2
Rio Uruguay,RU2,RÍO NEGRO,2017-11-07,2017-11-07 09:30:00,3287064,NA,29,71.9,77,NA,6.94,22.4
Rio Uruguay,RU7,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277956,0.6,32,69.2,56,5,7.39,22.4
Rio Uruguay,RU15,RÍO NEGRO,2017-11-08,2017-11-08 10:35:00,3287077,NA,20,58.7,69,6,7.11,22.6
Rio Uruguay,RU13,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277878,1.8,24,63.7,230,3,7.31,28.6
Rio Uruguay,RU1,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278069,0.3,26,42.3,170,27,6.84,17
Rio Uruguay,RU4,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277936,0.7,29,60.9,NA,4,7.82,13.3
Rio Uruguay,RU1,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277950,0.7,26,62.8,87,8,7.55,22
Rio Uruguay,RU14,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3278082,0.3,31,64.2,190,9,6.79,16.3
Rio Uruguay,RU1,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278052,0.1,29,62,65,3,6.48,14.4
Rio Uruguay,RU12,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278063,0.1,34,62.9,66,4,6.88,14.1
Rio Uruguay,RU16,RÍO NEGRO,2017-01-18,2017-01-18 11:40:00,3287009,2.1,25,72.3,80,10,7.28,27.9
Rio Uruguay,RU7,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277889,2.8,31,55.2,130,1,6.98,25.9
Rio Uruguay,RU8,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277890,2.1,31,73.1,130,1,6.94,NA
Rio Uruguay,RU10,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277892,5.2,33,69,150,4,7.39,NA
Rio Uruguay,RU11,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278011,0.4,35,72.7,69,2,7.48,25.4
Rio Uruguay,RU11,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278028,0.3,29,65.6,52,3,7.05,25.7
Rio Uruguay,RU6,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277888,4,31,55.1,130,1,8.21,27.2
Rio Uruguay,RU3,RÍO NEGRO,2018-03-06,2018-03-06 09:31:00,3288281,NA,23,83.6,82,NA,7.59,26.6
Rio Uruguay,RU3,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277851,0.3,19,53.8,76,18,7.19,21
Rio Uruguay,RU4,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277852,0.7,19,58.5,51,5,7.68,23.9
Rio Uruguay,RU5,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278022,2.4,26,70.7,56,NA,6.96,26.4
Rio Uruguay,RU10,RÍO NEGRO,2018-03-07,2018-03-07 08:35:00,3288291,2.6,24,85.3,140,NA,7.76,25.3
Rio Uruguay,RU7,RÍO NEGRO,2018-03-06,2018-03-06 11:16:00,3288287,NA,22,82.1,91,NA,7.59,26.6
Rio Uruguay,RU9,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277958,0.7,29,72.5,85,4,7.29,24.4
Rio Uruguay,RU3,RÍO NEGRO,2017-07-25,2017-07-25 12:05:00,3287043,NA,28,54.6,85,NA,7.33,14.8
Rio Uruguay,RU8,RÍO NEGRO,2018-03-06,2018-03-06 12:00:00,3288289,2.4,23,82.9,170,NA,7.63,26.5
Rio Uruguay,RU8,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277856,0.6,20,56.2,67,16,7.39,23
Rio Uruguay,RU5,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278056,0.4,27,59.9,69,3,7.38,14.4
Rio Uruguay,RU16,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277864,0.4,22,56.2,60,4,8,21.1
Rio Uruguay,RU16,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277881,1.9,24,60.9,230,1,7.43,27.8
Rio Uruguay,RU14,RÍO NEGRO,2014-10-22,2014-10-22 00:00:00,3277997,0.3,34,56.3,81,8,7.2,21
Rio Uruguay,RU12,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277860,0.4,20,51.1,69,20,7.25,20.4
Rio Uruguay,RU2,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277968,0.1,33,63.5,76,6,7.02,16.1
Rio Uruguay,RU9,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278009,1.8,43,58.5,100,8,7.55,24.7
Rio Uruguay,RU14,RÍO NEGRO,2018-05-09,2018-05-09 11:37:00,3288429,NA,33,91.1,130,6,7.12,21
Rio Uruguay,RU6,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277871,3.1,24,60.8,230,2,7.31,29.7
Rio Uruguay,RU6,RÍO NEGRO,2017-11-07,2017-11-07 10:35:00,3287068,NA,27,70,81,NA,7.06,22.4
Rio Uruguay,RU11,RÍO NEGRO,2018-05-09,2018-05-09 09:20:00,3288425,NA,30,84.4,130,9,7.16,21.1
Rio Uruguay,RU4,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277953,1.9,23,61,77,15,7.58,23.2
Rio Uruguay,RU6,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278057,0.4,27,60.5,67,2,6.99,14.6
Rio Uruguay,RU5,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277853,0.3,19,55.4,68,28,7.22,23
Rio Uruguay,RU3,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277868,1.6,24,58.7,120,3,7.03,29.4
Rio Uruguay,RU3,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278054,NA,28,60.9,63,2,7.5,14.5
Rio Uruguay,RU14,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277913,0.1,26,60.8,82,5,7.6,13.8
Rio Uruguay,RU9,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277975,0.1,40,69.8,140,9,6.41,16.2
Rio Uruguay,RU12,RÍO NEGRO,2018-01-10,2018-01-10 09:10:00,3287094,8,29,78.8,66,NA,7.89,NA
Rio Uruguay,RU3,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278020,1.8,28,69.3,53,2,6.82,25.9
Rio Uruguay,RU6,RÍO NEGRO,2015-04-20,2015-04-20 00:00:00,3278040,5.2,26,59,68,3,7.55,19.7
Rio Uruguay,RU1,RÍO NEGRO,2018-01-09,2018-01-09 08:00:00,3287080,10,26,75.9,56,6,8.1,NA
