nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,pt_mg_p_l,sst_mg_l,p_h_sin_unid,t_º_c
Río Negro,RN13F,RÍO NEGRO,2010-12-09,2010-12-09 00:00:00,3271126,NA,42,101.5,268,6,8.36,23.5
Río Negro,RN14,SORIANO,2010-12-09,2010-12-09 00:00:00,3271127,2.5,45,101.7,176,NA,7.7,19.7
Río Negro,RN15,SORIANO,2010-12-10,2010-12-10 00:00:00,3271128,4.7,NA,140.6,175,NA,7.73,23.4
Río Negro,RN16,SORIANO,2010-12-10,2010-12-10 00:00:00,3271129,9.6,NA,130.9,179,5,8,23.5
Río Negro,RN17,SORIANO,2010-12-10,2010-12-10 00:00:00,3271130,32.9,NA,106.5,141,15,8.44,22.7
Río Negro,RN1,CERRO LARGO,2011-03-30,2011-03-30 00:00:00,3271131,4.7,55.7,154.2,180,30,7.34,19.3
Río Negro,RN2,TACUAREMBÓ,2011-03-30,2011-03-30 00:00:00,3271132,6.7,62.9,133.2,105,21,7.26,19
Río Negro,RN3,TACUAREMBÓ,2011-03-30,2011-03-30 00:00:00,3271133,9,41.9,108.3,170,8,7.86,21.4
Río Negro,RN5,TACUAREMBÓ,2011-03-31,2011-03-31 00:00:00,3271134,25.3,37.9,85.5,69.7,NA,6.64,20.6
Río Negro,RN5F,TACUAREMBÓ,2011-03-31,2011-03-31 00:00:00,3271135,NA,37.8,85.4,58.3,7,7.22,20.5
Río Negro,RN6,TACUAREMBÓ,2011-03-31,2011-03-31 00:00:00,3271136,30.8,38.5,93.3,77,8,7.6,23.8
Río Negro,RN7,TACUAREMBÓ,2011-03-31,2011-03-31 00:00:00,3271137,3.1,38.6,97.2,66.1,NA,6.58,20.6
Río Negro,RN9,RÍO NEGRO,2011-04-01,2011-04-01 00:00:00,3271138,23.5,41.1,91.6,70.1,NA,7.42,21.3
Río Negro,RN9F,RÍO NEGRO,2011-04-01,2011-04-01 00:00:00,3271139,NA,40.9,93.1,68.8,NA,7.35,21
Río Negro,RN10,RÍO NEGRO,2011-04-01,2011-04-01 00:00:00,3271140,0.1,41.6,99.9,94,NA,7.33,23.3
Río Negro,RN11,RÍO NEGRO,2011-04-06,2011-04-06 00:00:00,3271141,21.5,47.5,101.6,80.8,NA,7.89,20.8
Río Negro,RN12,DURAZNO,2011-04-06,2011-04-06 00:00:00,3271142,12.4,50.1,108,87.2,NA,7.86,20.8
Río Negro,RN13,SORIANO,2011-04-07,2011-04-07 00:00:00,3271143,16.7,50.8,115.1,72.7,5,8.78,22.1
Río Negro,RN13F,RÍO NEGRO,2011-04-07,2011-04-07 00:00:00,3271144,NA,51.3,113.9,67.3,NA,7.78,21.4
Río Negro,RN14,SORIANO,2011-04-07,2011-04-07 00:00:00,3271145,20.1,52,116.3,94.2,NA,8,23.1
Río Negro,RN15,SORIANO,2011-04-08,2011-04-08 00:00:00,3271146,4.1,68.5,142.9,63.2,7,8.06,21.6
Río Negro,RN16,SORIANO,2011-04-08,2011-04-08 00:00:00,3271147,5.3,65.6,138.5,62.8,6,7.75,21.5
Río Negro,RN17,SORIANO,2011-04-08,2011-04-08 00:00:00,3271148,NA,45.9,101.4,97.2,8,7.95,21.3
Río Negro,RN1,CERRO LARGO,2011-05-25,2011-05-25 00:00:00,3271149,0.4,52,192.9,119,22,6.57,14.9
Río Negro,RN2,TACUAREMBÓ,2011-05-25,2011-05-25 00:00:00,3271150,NA,55,159.1,131,16,7.27,14.1
Río Negro,RN3,TACUAREMBÓ,2011-05-25,2011-05-25 00:00:00,3271151,0.1,45,110.3,116,9,7.29,14.3
Río Negro,RN5,TACUAREMBÓ,2011-05-26,2011-05-26 00:00:00,3271152,1.6,40,89.7,81.3,5,7.22,15.4
Río Negro,RN5F,TACUAREMBÓ,2011-05-26,2011-05-26 00:00:00,3271153,NA,42,89.6,70.6,6,7.62,16.2
Río Negro,RN6,TACUAREMBÓ,2011-05-26,2011-05-26 00:00:00,3271154,0.3,41,93.1,84.6,6,7.12,15.8
Río Negro,RN7,TACUAREMBÓ,2011-05-26,2011-05-26 00:00:00,3271155,0.1,47,102.1,79.6,14,6.67,15.5
Río Negro,RN9,RÍO NEGRO,2011-05-27,2011-05-27 00:00:00,3271156,NA,50,86,83.2,7,7.18,15.1
Río Negro,RN9F,RÍO NEGRO,2011-05-27,2011-05-27 00:00:00,3271157,NA,52,90.75,95.1,11,7.64,15
Río Negro,RN10,RÍO NEGRO,2011-05-27,2011-05-27 00:00:00,3271158,0.3,54,93.3,107,15,7.36,15
Río Negro,RN11,RÍO NEGRO,2011-06-01,2011-06-01 00:00:00,3271159,NA,51,104,144,NA,6.93,14.5
Río Negro,RN12,DURAZNO,2011-06-01,2011-06-01 00:00:00,3271160,0.3,46,102.1,258,6,6.15,12.7
Río Negro,RN13,SORIANO,2011-06-02,2011-06-02 00:00:00,3271161,0.7,53,122,83.7,NA,7.65,15.5
Río Negro,RN13F,RÍO NEGRO,2011-06-02,2011-06-02 00:00:00,3271162,NA,56,124.9,82.3,NA,6.93,15.3
Río Negro,RN14,SORIANO,2011-06-02,2011-06-02 00:00:00,3271163,NA,57,102.9,86.2,NA,7.59,15.1
Río Negro,RN15,SORIANO,2011-06-03,2011-06-03 00:00:00,3271164,3.5,57,129.3,117,7,7.71,14.9
Río Negro,RN16,SORIANO,2011-06-03,2011-06-03 00:00:00,3271165,3.8,60,131.3,115,7,7.77,14.7
Río Negro,RN17,SORIANO,2011-06-03,2011-06-03 00:00:00,3271166,2.3,58,102.1,120,5,7.2,14.8
Río Negro,RN1,CERRO LARGO,2012-01-18,2012-01-18 00:00:00,3271167,6.5,100,241.8,161,24,7.98,25
Río Negro,RN2,TACUAREMBÓ,2012-01-18,2012-01-18 00:00:00,3271168,3.1,53,131.8,147,46,7.75,27
Río Negro,RN3,TACUAREMBÓ,2012-01-18,2012-01-18 00:00:00,3271169,8.9,44,84.4,67,NA,8.54,25.6
Río Negro,RN5F,TACUAREMBÓ,2012-01-19,2012-01-19 00:00:00,3271171,NA,39,93.1,120,12,8.53,25.7
Río Negro,RN6,TACUAREMBÓ,2012-01-19,2012-01-19 00:00:00,3271172,2.2,38,92.1,150,8,8.79,26
Río Negro,RN7,TACUAREMBÓ,2012-01-19,2012-01-19 00:00:00,3271173,6.5,37,91.9,120,NA,8.28,25.1
Río Negro,RN9,RÍO NEGRO,2012-01-19,2012-01-19 00:00:00,3271174,12.3,42,94.3,110,6,8.07,25.3
Río Negro,RN9F,RÍO NEGRO,2012-01-19,2012-01-19 00:00:00,3271175,NA,42,94.6,78,5,7.92,25.3
Río Negro,RN10,RÍO NEGRO,2012-01-19,2012-01-19 00:00:00,3271176,8,42,75.8,120,6,8.31,26.6
Río Negro,RN11,RÍO NEGRO,2012-01-24,2012-01-24 00:00:00,3271177,14.9,44,98,120,5,8.34,26.2
Río Negro,RN12,DURAZNO,2012-01-25,2012-01-25 00:00:00,3271178,6.5,53,118.5,140,NA,8.08,26.3
Río Negro,RN13,SORIANO,2012-01-25,2012-01-25 00:00:00,3271179,40.6,49,111.6,140,11,9.06,26.5
Río Negro,RN13F,RÍO NEGRO,2012-01-26,2012-01-26 00:00:00,3271180,NA,49,113.3,370,6,7.68,25.5
Río Negro,RN14,SORIANO,2012-01-26,2012-01-26 00:00:00,3271181,3.8,50,115.4,170,NA,7.7,24.5
Río Negro,RN15,SORIANO,2012-01-27,2012-01-27 00:00:00,3271182,25.3,52,112.9,120,11,8.67,24.9
Río Negro,RN16,SORIANO,2012-01-27,2012-01-27 00:00:00,3271183,26.5,52,113.2,130,15,8.68,25.5
Río Negro,RN17,SORIANO,2012-01-27,2012-01-27 00:00:00,3271184,10.2,52,112.6,130,9,7.97,26.2
Río Negro,RN1,CERRO LARGO,2012-03-20,2012-03-20 00:00:00,3271185,1.3,43.3,124.8,246,18,6.86,24.6
Río Negro,RN2,TACUAREMBÓ,2012-03-20,2012-03-20 00:00:00,3271186,0.1,36.2,94.8,216,8.8,6.74,25.3
Río Negro,RN3,TACUAREMBÓ,2012-03-20,2012-03-20 00:00:00,3271187,16,28.3,69.6,157,14,7.31,24.3
Río Negro,RN5,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271188,10.2,37.6,89.1,114,6,7.583,24.6
Río Negro,RN5F,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271189,NA,37.8,89.5,114,5,7.13,24.8
Río Negro,RN6,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271190,1.6,37.3,88.6,105,NA,7.48,24.7
Río Negro,RN7,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271191,0.9,37.8,88.7,107,NA,6.97,24.5
Río Negro,RN9,RÍO NEGRO,2012-03-22,2012-03-22 00:00:00,3271192,0.4,38.5,88.7,94.8,6,6.85,24.5
Río Negro,RN9F,RÍO NEGRO,2012-03-22,2012-03-22 00:00:00,3271193,NA,39.1,89.5,82.9,6,6.9,24.5
Río Negro,RN10,RÍO NEGRO,2012-03-22,2012-03-22 00:00:00,3271194,1.2,39,90.6,79.4,6,7.09,24.8
Río Negro,RN11,RÍO NEGRO,2012-03-27,2012-03-27 00:00:00,3271195,3,43.7,98.3,100,NA,6.68,22.4
Río Negro,RN12,DURAZNO,2012-03-27,2012-03-27 00:00:00,3271196,0.9,47.3,106.9,111,7,6.86,22.1
Río Negro,RN13,SORIANO,2012-03-28,2012-03-28 00:00:00,3271197,0.3,44.1,100.9,107,NA,7.34,23
Río Negro,RN13F,RÍO NEGRO,2012-03-28,2012-03-28 00:00:00,3271198,NA,44.6,101.4,108,NA,7.23,22.4
Río Negro,RN14,SORIANO,2012-03-28,2012-03-28 00:00:00,3271199,NA,45.2,85.6,115,NA,7.22,22.1
Río Negro,RN15,SORIANO,2012-03-29,2012-03-29 00:00:00,3271200,1.2,62.8,133.6,116,7,7.69,20.1
Río Negro,RN16,SORIANO,2012-03-29,2012-03-29 00:00:00,3271201,4,65,139.5,133,7,7.66,20.2
Río Negro,RN17,SORIANO,2012-03-29,2012-03-29 00:00:00,3271202,1.8,61.4,134,127,9,7.21,21.5
Río Negro,RN1,CERRO LARGO,2012-08-14,2012-08-14 00:00:00,3271203,0.7,44.5,146.4,194,27,7.37,15.4
Río Negro,RN2,TACUAREMBÓ,2012-08-14,2012-08-14 00:00:00,3271204,0.7,49.1,131.6,121,180,7.69,15.4
Río Negro,RN3,TACUAREMBÓ,2012-08-14,2012-08-14 00:00:00,3271205,0.4,30.9,86.9,114,NA,7.57,14.9
Río Negro,RN5,TACUAREMBÓ,2012-08-15,2012-08-15 00:00:00,3271206,13.3,36.8,89.8,110,NA,7.38,13.4
Río Negro,RN5F,TACUAREMBÓ,2012-08-15,2012-08-15 00:00:00,3271207,NA,36.7,89.8,73.6,NA,7.53,13.9
Río Negro,RN7,TACUAREMBÓ,2012-08-15,2012-08-15 00:00:00,3271209,1.2,39.2,94.1,80.8,NA,7.09,13.3
Río Negro,RN9,RÍO NEGRO,2012-08-16,2012-08-16 00:00:00,3271210,1.6,40.1,75,102,NA,7.75,14.7
Río Negro,RN9F,RÍO NEGRO,2012-08-16,2012-08-16 00:00:00,3271211,NA,39.4,76.6,92.1,NA,7.45,14.8
Río Negro,RN10,RÍO NEGRO,2012-08-16,2012-08-16 00:00:00,3271212,0.9,39.2,98,87.5,NA,7.61,16.1
Río Negro,RN11,RÍO NEGRO,2012-08-21,2012-08-21 00:00:00,3271213,0.9,41.9,97.6,97.1,NA,7.57,15
Río Negro,RN12,DURAZNO,2012-08-21,2012-08-21 00:00:00,3271214,0.9,32.8,83.6,176,59,7.05,15.9
Río Negro,RN13,SORIANO,2012-08-22,2012-08-22 00:00:00,3271215,1,46.1,106.5,110,NA,7.62,14.3
Río Negro,RN13F,RÍO NEGRO,2012-08-22,2012-08-22 00:00:00,3271216,NA,43.5,101.8,109,NA,7.77,14.2
Río Negro,RN14,SORIANO,2012-08-22,2012-08-22 00:00:00,3271217,2.7,49,111.2,137,34,7.69,15.1
Río Negro,RN17,SORIANO,2012-08-23,2012-08-23 00:00:00,3271218,1.6,43,81.2,159,84,7.24,15.7
Río Negro,RN1,CERRO LARGO,2012-12-05,2012-12-05 00:00:00,3271219,23.2,44,142.2,130,30,7.8,27.4
Río Negro,RN2,TACUAREMBÓ,2012-12-05,2012-12-05 00:00:00,3271220,16,43,108.2,77.9,23,8.2,27.4
Río Negro,RN5F,TACUAREMBÓ,2012-12-06,2012-12-06 00:00:00,3271223,NA,35,84.1,124,NA,7.84,25.8
Río Negro,RN6,TACUAREMBÓ,2012-12-06,2012-12-06 00:00:00,3271224,3,35,83,86.3,NA,7.54,24.3
Río Negro,RN7,TACUAREMBÓ,2012-12-06,2012-12-06 00:00:00,3271225,1.3,34,85,72.9,NA,7.49,24.2
Río Negro,RN9,RÍO NEGRO,2012-12-07,2012-12-07 00:00:00,3271226,3.7,36,88.2,78.2,5,7.14,25.1
Río Negro,RN9F,RÍO NEGRO,2012-12-07,2012-12-07 00:00:00,3271227,NA,36,88.4,88.5,6,7.1,24.9
Río Negro,RN10,RÍO NEGRO,2012-12-07,2012-12-07 00:00:00,3271228,5.8,36,88.1,93.6,7,7.48,24.4
Río Negro,RN11,RÍO NEGRO,2012-12-12,2012-12-12 00:00:00,3271229,36,45,114.1,151,10,7.5,26.5
Río Negro,RN12,DURAZNO,2012-12-12,2012-12-12 00:00:00,3271230,5.6,44,121.6,258,10,6.52,25.1
Río Negro,RN13,SORIANO,2012-12-13,2012-12-13 00:00:00,3271231,9.3,42,100.7,106,6,7.5,26.6
Río Negro,RN13F,RÍO NEGRO,2012-12-13,2012-12-13 00:00:00,3271232,NA,42,100.5,101,NA,7.51,24.8
Río Negro,RN14,SORIANO,2012-12-13,2012-12-13 00:00:00,3271233,0.6,42,99.9,93.1,15,7.4,24.6
Río Negro,RN15,SORIANO,2012-12-14,2012-12-14 00:00:00,3271234,2.1,54,123.5,120,10,7.24,24.2
Río Negro,RN16,SORIANO,2012-12-14,2012-12-14 00:00:00,3271235,7.4,59,119.5,145,14,7.18,24.2
Río Negro,RN17,SORIANO,2012-12-14,2012-12-14 00:00:00,3271236,1,53,126.3,156,12,7.11,24.9
Río Negro,RN1,CERRO LARGO,2013-02-19,2013-02-19 00:00:00,3271237,2.8,51,124.5,153,36,7.38,24.7
Río Negro,RN2,TACUAREMBÓ,2013-02-20,2013-02-20 00:00:00,3271238,0.7,39,91,126,18,7.14,23.9
Río Negro,RN3,TACUAREMBÓ,2013-02-20,2013-02-20 00:00:00,3271239,0.7,41,68.8,126,10,7.75,23.5
Río Negro,RN5,TACUAREMBÓ,2013-02-21,2013-02-21 00:00:00,3271240,2.7,37,82.4,90.8,5,7.57,23.9
Río Negro,RN5F,TACUAREMBÓ,2013-02-21,2013-02-21 00:00:00,3271241,NA,37,82,78.7,10,7.47,23.3
Río Negro,RN6,TACUAREMBÓ,2013-02-21,2013-02-21 00:00:00,3271242,5.5,37,82.5,83.8,5,7.73,24.3
Río Negro,RN7,TACUAREMBÓ,2013-02-21,2013-02-21 00:00:00,3271243,4.1,38,83.2,82,5,7.61,24.2
Río Negro,RN9,RÍO NEGRO,2013-02-21,2013-02-21 00:00:00,3271244,2.2,39,85.8,82.4,6,7.56,23.5
Río Negro,RN9F,RÍO NEGRO,2013-02-21,2013-02-21 00:00:00,3271245,NA,39,83,90.4,7,7.43,23.4
Río Negro,RN10,RÍO NEGRO,2013-02-21,2013-02-21 00:00:00,3271246,1.2,39,86.11,98.1,NA,7.48,24.1
Río Negro,RN11,RÍO NEGRO,2013-02-26,2013-02-26 00:00:00,3271247,2.5,43,86.7,125,NA,7.52,22.8
Río Negro,RN12,DURAZNO,2013-02-26,2013-02-26 00:00:00,3271248,1.8,50,98.6,138,7,7.5,22.7
Río Negro,RN13,SORIANO,2013-02-28,2013-02-28 00:00:00,3271249,25.3,49,100.9,89.5,8,7.55,23.8
Río Negro,RN13F,RÍO NEGRO,2013-02-28,2013-02-28 00:00:00,3271250,NA,50,100.9,92.3,NA,7.55,23.9
Río Negro,RN14,SORIANO,2013-02-28,2013-02-28 00:00:00,3271251,9.8,60,101.9,89.3,NA,7.68,24
Río Negro,RN15,SORIANO,2013-02-28,2013-02-28 00:00:00,3271252,6.5,64,130.1,138,7,7.71,23.2
Río Negro,RN16,SORIANO,2013-02-28,2013-02-28 00:00:00,3271253,4.3,70,147.6,129,6,7.8,23.2
Río Negro,RN17,SORIANO,2013-02-28,2013-02-28 00:00:00,3271254,18.8,66,126.9,131,10,8.05,23.1
Río Negro,RN1,CERRO LARGO,2013-07-03,2013-07-03 00:00:00,3271255,0.9,35,115.2,216,39,8.09,10.9
Río Negro,RN2,TACUAREMBÓ,2013-07-03,2013-07-03 00:00:00,3271256,0.6,43,114.5,162,33,8.15,11.7
Río Negro,RN3,TACUAREMBÓ,2013-07-03,2013-07-03 00:00:00,3271257,0.7,48,112.6,140,16,8.56,17.1
Río Negro,RN5,TACUAREMBÓ,2013-07-05,2013-07-05 00:00:00,3271258,0.9,35,81.7,120,NA,7.74,12.6
Río Negro,RN5F,TACUAREMBÓ,2013-07-05,2013-07-05 00:00:00,3271259,NA,35,81.6,123,NA,7.64,12.6
Río Negro,RN6,TACUAREMBÓ,2013-07-05,2013-07-05 00:00:00,3271260,1,34,81.8,121,NA,7.85,12.7
Río Negro,RN7,TACUAREMBÓ,2013-07-04,2013-07-04 00:00:00,3271261,0.3,36,82.5,137,NA,7.93,12.7
Río Negro,RN9,RÍO NEGRO,2013-07-04,2013-07-04 00:00:00,3271262,0.7,37,86.1,121,NA,8.03,12.4
Río Negro,RN9F,RÍO NEGRO,2013-07-04,2013-07-04 00:00:00,3271263,NA,39,86.2,122,NA,8.23,12.7
Río Negro,RN10,RÍO NEGRO,2013-07-04,2013-07-04 00:00:00,3271264,1.3,39,86.8,122,NA,7.9,12.7
Río Negro,RN11,RÍO NEGRO,2013-07-10,2013-07-10 00:00:00,3271265,0.1,41,92,118,NA,7.89,12.5
Río Negro,RN12,DURAZNO,2013-07-10,2013-07-10 00:00:00,3271266,0.3,68,156,213,13,7.51,13.8
Río Negro,RN13,SORIANO,2013-07-11,2013-07-11 00:00:00,3271267,3.7,42,94.8,143,NA,7.94,12.7
Río Negro,RN13F,RÍO NEGRO,2013-07-11,2013-07-11 00:00:00,3271268,NA,42,94.9,133,31,8.15,12.7
Río Negro,RN14,SORIANO,2013-07-11,2013-07-11 00:00:00,3271269,0.3,42,94.9,133,NA,7.82,12.6
Río Negro,RN15,SORIANO,2013-07-12,2013-07-12 00:00:00,3271270,0.6,59,126.9,130,9,7.97,12.8
Río Negro,RN16,SORIANO,2013-07-12,2013-07-12 00:00:00,3271271,0.6,62,133.9,121,7,7.86,12.8
Río Negro,RN17,SORIANO,2013-07-12,2013-07-12 00:00:00,3271272,4.9,54,119.9,129,NA,7.93,13
Río Negro,RN1,CERRO LARGO,2014-02-04,2014-02-04 00:00:00,3271273,0.7,27,61.5,NA,39,7.15,24.9
Río Negro,RN2,TACUAREMBÓ,2014-02-04,2014-02-04 00:00:00,3271274,0.4,30,69.6,NA,19,7.04,23.9
Río Negro,RN3,TACUAREMBÓ,2014-02-04,2014-02-04 00:00:00,3271275,1.2,40,97.9,NA,18,7.41,24.9
Río Negro,RN5,TACUAREMBÓ,2014-02-05,2014-02-05 00:00:00,3271276,1.6,34,72.8,NA,NA,7.89,25.3
Río Negro,RN5F,TACUAREMBÓ,2014-02-05,2014-02-05 00:00:00,3271277,NA,33,74.2,NA,NA,8.28,25.7
Río Negro,RN6,TACUAREMBÓ,2014-02-05,2014-02-05 00:00:00,3271278,0.6,34,75.1,NA,NA,7.97,25
Río Negro,RN7,TACUAREMBÓ,2014-02-05,2014-02-05 00:00:00,3271279,0.2,34,73.7,NA,NA,7.24,25
Río Negro,RN9,RÍO NEGRO,2014-02-06,2014-02-06 00:00:00,3271280,0.6,37,76.3,110,NA,6.55,24.2
Río Negro,RN9F,RÍO NEGRO,2014-02-06,2014-02-06 00:00:00,3271281,NA,36,72,830,NA,6.32,23.9
Río Negro,RN10,RÍO NEGRO,2014-02-06,2014-02-06 00:00:00,3271282,0.4,36,77.9,92,12,6.87,25.2
Río Negro,RN11,RÍO NEGRO,2014-02-11,2014-02-11 00:00:00,3271283,0.1,38,81.4,82,4,7.34,25.2
Río Negro,RN12,DURAZNO,2014-02-11,2014-02-11 00:00:00,3271284,0.2,38,83.2,170,10,6.76,24.6
Río Negro,RN13,SORIANO,2014-02-12,2014-02-12 00:00:00,3271285,8.4,37,80,183,5,7.07,24.8
Río Negro,RN13F,RÍO NEGRO,2014-02-12,2014-02-12 00:00:00,3271286,NA,36,79.9,167,4,7.26,24.8
